title,popularity,vote_average,vote_count,genre
The Suicide Squad,118.1,7.6,7255,Action
Arrival,42.0,7.6,16116,Drama
Detachment,24.4,7.6,1309,Drama
The Curious Case of Benjamin Button,31.7,7.6,11544,Drama
American Gangster,32.2,7.6,4768,Drama
Dogman,10.1,7.6,2013,Crime
Mad Max: Fury Road,57.6,7.6,20487,Action
What We Do in the Shadows,14.6,7.6,3124,Comedy
The Hobbit: The Desolation of Smaug,56.2,7.6,11952,Fantasy
Moon,24.4,7.6,5080,Science Fiction
Rebel Without a Cause,19.3,7.6,1394,Drama
Free Guy,100.2,7.6,7144,Comedy
They Call Me Trinity,12.8,7.6,1146,Action
10 Things I Hate About You,36.2,7.6,7127,Comedy
Ex Machina,43.4,7.6,12067,Drama
Avatar,219.0,7.6,29034,Action
Thelma & Louise,19.8,7.6,2916,Drama
Mary Poppins,28.2,7.6,4221,Comedy
Drive,42.9,7.6,11319,Drama
Halloween,40.8,7.6,4791,Horror
Fatherhood,24.0,7.6,1168,Drama
We Need to Talk About Kevin,15.8,7.6,2481,Drama
The Last Samurai,28.3,7.6,6096,Drama
"Good Bye, Lenin!",14.7,7.6,2136,Comedy
The Wolf's Call,20.1,7.6,1744,Thriller
The Call of the Wild,37.0,7.6,3238,Adventure
Kramer vs. Kramer,13.0,7.6,1942,Drama
I Am Sam,19.3,7.6,2034,Drama
Moana,21.1,7.6,11180,Adventure
The Man Who Wasn't There,10.3,7.6,1360,Crime
The Game,28.4,7.6,5726,Drama
Badlands,11.4,7.6,1011,Crime
Hotel Mumbai,12.8,7.6,1334,Thriller
Beautiful Boy,18.2,7.6,2131,Drama
Coach Carter,48.7,7.6,2486,Drama
Lady Vengeance,15.2,7.6,1396,Drama
Evil Dead II,80.6,7.6,2631,Horror
Captain Phillips,17.2,7.6,6237,Action
"Girl, Interrupted",21.1,7.6,3324,Drama
The Body,12.5,7.6,1108,Thriller
Me and Earl and the Dying Girl,9.8,7.6,2353,Drama
Instant Family,24.9,7.6,2569,Comedy
The Diving Bell and the Butterfly,13.0,7.6,1029,Drama
The Butterfly Effect,38.1,7.6,6662,Science Fiction
Gattaca,22.9,7.6,5584,Thriller
Spartacus,50.5,7.5,1856,History
The Emperor's New Groove,69.3,7.5,5905,Adventure
The Tomorrow War,115.5,7.5,2499,Action
Apocalypto,70.3,7.5,4850,Action
Serpico,17.1,7.5,1645,Crime
Hot Fuzz,20.8,7.5,6706,Crime
Dark Waters,21.5,7.5,1780,Drama
Gandhi,13.8,7.5,2039,Drama
My Fair Lady,14.5,7.5,1117,Romance
The Favourite,22.2,7.5,4721,Drama
The French Connection,15.2,7.5,1530,Action
The Conjuring,99.5,7.5,10339,Horror
Midnight in Paris,14.7,7.5,6664,Fantasy
The Conversation,11.2,7.5,1432,Crime
True Romance,23.2,7.5,2350,Action
Violent Night,245.0,7.5,1399,Action
Escape from Alcatraz,20.7,7.5,2433,Drama
From Up on Poppy Hill,19.7,7.5,1474,Animation
The Magnificent Seven,32.9,7.5,1527,Western
Shaun of the Dead,33.5,7.5,7485,Horror
The Book of Henry,19.1,7.5,1196,Drama
Donnie Brasco,17.2,7.5,3887,Crime
Cinderella Man,17.8,7.5,1921,Romance
Manchester by the Sea,23.6,7.5,5237,Drama
Casino Royale,39.6,7.5,9694,Adventure
Blade Runner 2049,71.2,7.5,11802,Science Fiction
Toy Story 4,90.5,7.5,8798,Family
The Conjuring: The Devil Made Me Do It,112.2,7.5,5080,Horror
The SpongeBob Movie: Sponge on the Run,78.1,7.5,2643,Family
Treasure Planet,37.3,7.5,3678,Adventure
The Flu,28.8,7.5,1055,Action
The Great Beauty,14.6,7.5,2826,Drama
The Wrestler,10.6,7.5,3219,Drama
A Quiet Place Part II,123.5,7.5,5323,Science Fiction
The Book of Life,42.1,7.5,2363,Animation
The Skin I Live In,24.0,7.5,3759,Drama
Blood Diamond,27.0,7.5,6798,Drama
BlacKkKlansman,13.5,7.5,6863,Comedy
Sabrina,13.2,7.5,1084,Comedy
Abominable,28.1,7.5,1806,Family
The Lighthouse,22.0,7.5,4104,Drama
The Machinist,15.5,7.5,4887,Thriller
The Fifth Element,59.8,7.5,9654,Adventure
Midnight Express,14.8,7.5,1470,Drama
The Croods: A New Age,113.1,7.5,3339,Animation
The Revenant,37.8,7.5,16747,Western
X-Men: Days of Future Past,42.0,7.5,14114,Action
The Girl with the Dragon Tattoo,18.9,7.5,2641,Drama
Let the Right One In,11.3,7.5,2590,Horror
Malcolm X,18.6,7.5,1418,Drama
The Birds,23.8,7.5,3528,Horror
The Two Popes,10.9,7.5,2590,Drama
Zodiac,37.0,7.5,9234,Crime
The Dirt,16.5,7.5,1064,Drama
A Few Good Men,24.7,7.5,3049,Drama
I Killed My Mother,9.7,7.5,1021,Drama
Fury,94.7,7.5,10720,War
The Goonies,34.8,7.5,5080,Adventure
Empire of the Sun,15.2,7.5,1664,Drama
Corpse Bride,73.8,7.5,7950,Romance
Who Framed Roger Rabbit,24.0,7.5,5039,Fantasy
The Banshees of Inisherin,61.4,7.5,1724,Drama
"I, Tonya",16.3,7.5,5225,Drama
Frankenstein,16.8,7.5,1323,Drama
Boyhood,17.4,7.5,4704,Drama
Suspiria,21.2,7.5,2547,Horror
The Sea Beast,105.9,7.5,1137,Animation
Ghostbusters: Afterlife,89.5,7.5,3605,Fantasy
Before Midnight,12.8,7.5,2052,Romance
Fear City: A Family-Style Comedy,7.5,7.5,1096,Comedy
Lilo & Stitch,56.9,7.5,5470,Animation
Hero,16.8,7.5,1950,Drama
Babylon,145.9,7.5,1689,Drama
A Star Is Born,25.3,7.5,10827,Music
Hercules,69.0,7.5,6613,Animation
Midnight Cowboy,13.9,7.5,1135,Drama
E.T. the Extra-Terrestrial,31.1,7.5,10178,Science Fiction
Ed Wood,11.8,7.5,2036,Comedy
Un Chien Andalou,11.0,7.5,1111,Fantasy
I Lost My Body,8.9,7.5,1117,Animation
The Red Turtle,13.1,7.5,1115,Animation
The Man Who Knew Too Much,11.2,7.5,1181,Mystery
This Is England,4.5,7.5,1086,Drama
The Wave,15.7,7.5,2982,Drama
Upgrade,32.3,7.5,3760,Action
The Crow,28.2,7.5,3425,Fantasy
Still Alice,12.8,7.5,2804,Drama
Barbie as The Princess & the Pauper,48.7,7.5,1311,Animation
The Unforgivable,20.9,7.5,1578,Drama
Bullet Train,166.4,7.5,4122,Action
The Shack,72.6,7.5,1901,Drama
The Rocky Horror Picture Show,15.8,7.5,2480,Comedy
The Super Mario Bros. Movie,5390.9,7.5,1840,Animation
The Royal Tenenbaums,16.5,7.5,4027,Comedy
Bonnie and Clyde,19.4,7.5,1380,Crime
Promising Young Woman,18.5,7.5,2583,Thriller
Deadpool 2,98.6,7.5,15859,Action
Walk the Line,17.7,7.5,2546,Drama
Almost Famous,15.7,7.5,2364,Drama
Predator,61.0,7.5,6957,Science Fiction
For the Birds,7.6,7.5,1073,Animation
Dawn of the Dead,28.0,7.5,1792,Horror
Carol,15.2,7.5,3332,Romance
Fearless,17.5,7.5,1101,Drama
The Last Duel,42.7,7.5,2759,Action
Rogue One: A Star Wars Story,37.3,7.5,14008,Action
Cold War,11.6,7.5,1330,Drama
Incredibles 2,69.3,7.5,11745,Action
Glory,19.3,7.5,1357,Drama
mid90s,15.3,7.5,1351,Drama
Kung Fury,11.5,7.5,1675,Action
After Hours,10.9,7.5,1192,Comedy
Dirty Harry,19.7,7.5,2096,Action
The Book Thief,16.5,7.5,4030,Drama
My Cousin Vinny,12.1,7.5,1291,Comedy
Sympathy for Mr. Vengeance,12.3,7.5,1205,Action
Miller's Crossing,12.0,7.5,1412,Drama
That's Life,5.3,7.5,1231,Comedy
Willy Wonka & the Chocolate Factory,38.2,7.5,2971,Family
Volver,13.0,7.5,1493,Comedy
A Perfect World,14.3,7.5,1412,Crime
Eyes Wide Shut,35.5,7.5,5271,Drama
Lucky Number Slevin,20.1,7.5,3623,Drama
In Bruges,18.4,7.5,4485,Comedy
The Insider,14.2,7.5,1572,Drama
Training Day,26.0,7.5,5147,Action
The Name of the Rose,15.3,7.5,2625,Drama
Birdman or (The Unexpected Virtue of Ignorance),23.2,7.5,11902,Drama
First Blood,30.6,7.5,5437,Action
Turning Red,208.4,7.5,4149,Animation
This Is Spinal Tap,11.2,7.5,1212,Music
Barton Fink,12.0,7.5,1444,Comedy
The Guernsey Literary & Potato Peel Pie Society,11.3,7.5,1205,Romance
The Best of Me,17.7,7.5,2380,Drama
Paddington 2,23.4,7.5,1985,Adventure
The Big Blue,16.7,7.5,1260,Adventure
Star Trek II: The Wrath of Khan,13.8,7.5,1667,Action
The Age of Adaline,51.6,7.5,5907,Romance
Back to the Future Part III,26.0,7.5,9377,Adventure
Mirage,18.1,7.5,1590,Thriller
Scott Pilgrim vs. the World,34.6,7.5,6936,Action
Ghostbusters,25.0,7.5,7911,Comedy
The Boss Baby: Family Business,114.7,7.5,2189,Animation
Sense and Sensibility,18.9,7.5,1462,Drama
The Passion of the Christ,52.2,7.5,3882,Drama
La Vie en Rose,13.1,7.5,1433,Music
Spider-Man: Far From Home,74.1,7.5,13966,Action
Dunkirk,27.7,7.5,15008,War
Letters from Iwo Jima,16.3,7.5,1778,Action
The Fugitive,21.0,7.5,3674,Action
Baby Driver,36.2,7.5,14260,Action
Miss Sloane,14.6,7.5,1573,Thriller
The Thin Red Line,17.7,7.5,2607,Drama
The Bourne Identity,25.9,7.5,8342,Action
Cell 211,22.6,7.5,1101,Action
The Devil's Advocate,48.4,7.5,5218,Drama
Boys Don't Cry,15.8,7.5,1156,Crime
John Wick: Chapter 3 - Parabellum,293.7,7.4,9161,Action
Jungle Cruise,81.4,7.4,4958,Action
The Farewell,11.1,7.4,1216,Comedy
Nocturnal Animals,22.6,7.4,7003,Drama
Bram Stoker's Dracula,41.5,7.4,4463,Romance
They Call Me Jeeg,15.1,7.4,2360,Crime
Miracles from Heaven,51.4,7.4,1072,Family
Ray,29.2,7.4,1696,Drama
The Artist,11.4,7.4,2947,Drama
Men of Honor,26.3,7.4,1977,Drama
PAW Patrol: The Movie,90.4,7.4,1105,Animation
Minions: The Rise of Gru,217.5,7.4,2806,Animation
Richard Jewell,17.1,7.4,2175,Drama
The Stronghold,24.1,7.4,1032,Thriller
Unbroken,25.2,7.4,3788,Drama
Man on Fire,34.0,7.4,4498,Action
Ip Man 2,4.4,7.4,1972,Action
Apollo 13,18.4,7.4,4868,History
Nebraska,10.2,7.4,1560,Drama
The Reader,22.7,7.4,2683,Drama
Captain America: Civil War,72.4,7.4,21059,Adventure
I Can Quit Whenever I Want,7.3,7.4,1699,Comedy
Predestination,31.9,7.4,5701,Science Fiction
Sin City,23.9,7.4,7322,Thriller
Once Upon a Time… in Hollywood,39.7,7.4,11767,Comedy
American Sniper,85.6,7.4,11816,War
The Last King of Scotland,15.1,7.4,1829,Drama
Star Trek,40.3,7.4,9110,Science Fiction
Frida,19.6,7.4,1854,Drama
No Time to Die,79.2,7.4,5196,Adventure
Lone Survivor,30.6,7.4,3794,War
Pain and Glory,11.8,7.4,1606,Drama
Wind River,24.7,7.4,4580,Crime
The Motorcycle Diaries,12.8,7.4,1134,Drama
Malena,43.9,7.4,1911,Drama
The Hurricane,13.7,7.4,1220,Drama
Clerks,12.9,7.4,2182,Comedy
Doctor Strange,76.7,7.4,20421,Action
Rushmore,12.0,7.4,2151,Comedy
Chemical Hearts,19.2,7.4,1029,Drama
The Raid,26.3,7.4,2963,Action
The Godfather Part III,41.9,7.4,5424,Crime
Pretty Woman,34.3,7.4,7018,Comedy
Through My Window,77.5,7.4,2607,Drama
Ocean's Eleven,32.4,7.4,10449,Thriller
The Hunger Games: Catching Fire,85.1,7.4,15790,Adventure
The Life of David Gale,13.6,7.4,1786,Drama
Y Tu Mamá También,17.0,7.4,1291,Drama
Duel,16.8,7.4,1591,Action
Erin Brockovich,21.0,7.4,2736,Drama
Enter the Dragon,21.5,7.4,1580,Action
Eraserhead,16.2,7.4,2107,Fantasy
Last Night in Soho,34.7,7.4,2462,Horror
Greyhound,27.6,7.4,2432,War
The Florida Project,14.5,7.4,2424,Drama
The Bourne Ultimatum,23.7,7.4,6909,Action
Contact,25.4,7.4,3880,Drama
District 9,35.0,7.4,8474,Science Fiction
Being John Malkovich,17.0,7.4,3806,Comedy
Selma,10.2,7.4,2040,History
One Day,31.0,7.4,3802,Drama
Blow-Up,10.6,7.4,1064,Drama
DC League of Super-Pets,141.8,7.4,1214,Animation
The Lego Movie,37.4,7.4,7012,Animation
Creed,131.9,7.4,6685,Drama
Cherry,34.0,7.4,1089,Drama
The Peanut Butter Falcon,13.8,7.4,1153,Adventure
Submarine,8.9,7.4,1283,Drama
When Harry Met Sally...,24.9,7.4,3518,Comedy
John Wick,170.6,7.4,17277,Action
Home Alone,2.2,7.4,9845,Comedy
Hocus Pocus 2,128.1,7.4,1375,Fantasy
Frances Ha,12.0,7.4,1342,Comedy
Kung Fu Hustle,26.3,7.4,2398,Action
Star Wars: Episode III - Revenge of the Sith,44.0,7.4,12377,Adventure
Braindead,25.0,7.4,1394,Horror
Grease,36.2,7.4,6572,Romance
"Crouching Tiger, Hidden Dragon",19.5,7.4,2802,Adventure
Mission: Impossible - Fallout,48.3,7.4,7130,Action
Tarzan,68.0,7.4,6055,Family
A Quiet Place,95.7,7.4,12690,Horror
The Mission,12.1,7.4,1207,Adventure
The Piano,14.3,7.4,1279,Drama
Mudbound,10.4,7.4,1112,Drama
I Can Quit Whenever I Want 2: Masterclass,7.4,7.4,1147,Action
Inside Man,34.8,7.4,5123,Crime
Okja,22.5,7.4,3893,Adventure
Life of Pi,34.6,7.4,12180,Adventure
Legends of the Fall,26.3,7.4,2223,Adventure
American Psycho,52.0,7.4,9335,Thriller
Saw,43.1,7.4,8032,Horror
Lost in Translation,20.6,7.4,6498,Drama
Burning,13.7,7.4,1322,Mystery
Only the Brave,34.0,7.4,1352,Drama
Moonlight,17.0,7.4,6470,Drama
Black Panther,55.0,7.4,20590,Action
As Good as It Gets,20.2,7.4,3336,Drama
The Omen,16.5,7.4,1724,Horror
August Rush,22.0,7.4,2474,Family
I Want You,55.2,7.4,1672,Drama
Once,10.1,7.4,1155,Drama
The Last of the Mohicans,20.9,7.4,2650,Action
Mad Max 2,23.8,7.4,3163,Adventure
Adaptation.,10.7,7.4,2146,Comedy
Enemy at the Gates,29.5,7.4,3148,Drama
Sicario,45.0,7.4,7563,Action
The Hunt for Red October,24.3,7.4,2838,Action
The Twelve Tasks of Asterix,14.7,7.4,1045,Family
Scream,134.5,7.4,5853,Crime
The Basketball Diaries,65.2,7.4,1715,Drama
Glengarry Glen Ross,16.4,7.4,1117,Crime
Taken,57.3,7.4,10139,Action
Doctor Strange in the Multiverse of Madness,247.5,7.4,7371,Fantasy
The Devil Wears Prada,64.3,7.4,10783,Comedy
The Great Gatsby,26.9,7.4,11236,Drama
Beetlejuice,37.5,7.4,5934,Fantasy
If I Stay,21.8,7.4,3961,Drama
Jacob's Ladder,16.1,7.4,1366,Drama
The Fighter,13.4,7.4,3902,Drama
Interview with the Vampire,34.9,7.4,5160,Horror
Minari,13.3,7.4,1309,Drama
Judas and the Black Messiah,13.7,7.4,1254,Drama
Stuck in Love,18.3,7.4,1758,Drama
The Fly,27.8,7.4,3774,Horror
Trolls World Tour,51.2,7.4,1865,Family
Descendants 2,31.9,7.4,1463,Family
Office Space,22.2,7.4,2544,Comedy
The Remains of the Day,16.0,7.4,1100,Drama
Fantasia,36.7,7.4,2704,Animation
EverAfter,18.6,7.4,1291,Drama
The Zookeeper's Wife,15.0,7.4,1384,Drama
Enter the Void,11.5,7.4,1550,Fantasy
A Time to Kill,26.7,7.4,2105,Crime
Serenity,25.1,7.4,3107,Science Fiction
Dead Man Walking,13.2,7.4,1168,Drama
French Fried Vacation 2: The Bronzés go Skiing,6.0,7.4,1074,Comedy
Eastern Promises,16.6,7.4,2859,Thriller
Blow,24.3,7.4,3894,Crime
Philomena,8.5,7.4,1461,Drama
Asterix & Obelix: Mission Cleopatra,22.4,7.4,3052,Family
Black Hawk Down,32.3,7.4,5030,Action
Dog,110.5,7.4,1195,Drama
Fruitvale Station,11.4,7.4,1143,Drama
The Impossible,18.3,7.4,5732,Adventure
My Girl,19.6,7.4,1833,Comedy
An American Werewolf in London,29.3,7.4,2031,Horror
Lolita,25.2,7.4,1768,Drama
Southpaw,42.2,7.4,5048,Action
Rise of the Guardians,48.7,7.4,6060,Family
My Sister's Keeper,33.1,7.4,1889,Drama
Close Encounters of the Third Kind,19.5,7.4,3692,Science Fiction
Scream VI,2472.8,7.4,1003,Horror
Love and Monsters,30.9,7.4,3494,Comedy
Sonic the Hedgehog,90.5,7.4,8658,Action
The Girl with the Dragon Tattoo,26.8,7.4,6282,Thriller
The Wicker Man,15.8,7.4,1110,Horror
M3GAN,638.5,7.4,2535,Science Fiction
Teen Titans Go! To the Movies,22.4,7.4,1002,Animation
Tucker and Dale vs. Evil,12.2,7.4,2406,Comedy
Falling Down,20.8,7.4,3161,Crime
Run,27.6,7.4,2102,Thriller
Now Is Good,8.4,7.4,1025,Drama
Road to Perdition,20.1,7.4,3195,Crime
Precious,14.3,7.4,1478,Drama
Goldfinger,26.9,7.4,3132,Adventure
Jackie Brown,18.1,7.4,5654,Crime
Match Point,16.2,7.4,3669,Drama
Saving Mr. Banks,9.4,7.4,3041,Comedy
Darkest Hour,18.4,7.4,4638,Drama
The Social Network,34.3,7.3,10823,Drama
Spider-Man: Homecoming,93.5,7.3,19937,Action
Dirty Dancing,25.8,7.3,5487,Drama
Ghostland,36.6,7.3,2086,Horror
20th Century Women,11.5,7.3,1024,Drama
The Little Mermaid,127.1,7.3,6974,Animation
Perfume: The Story of a Murderer,50.2,7.3,4032,Crime
Extraction,50.7,7.3,4943,Drama
Les Misérables,16.7,7.3,4865,History
The Butler,15.1,7.3,2682,Drama
Ice Age,100.0,7.3,11946,Animation
Black Widow,87.0,7.3,8878,Action
Now You See Me,46.7,7.3,14424,Thriller
Dazed and Confused,16.3,7.3,1758,Comedy
21 Grams,12.7,7.3,2765,Drama
The Big Sick,12.3,7.3,2189,Comedy
Law Abiding Citizen,95.2,7.3,4418,Drama
To Catch a Thief,10.8,7.3,1288,Crime
The Mafia Kills Only in Summer,7.9,7.3,1054,Romance
Blow Out,12.5,7.3,1179,Crime
Martyrs,27.0,7.3,2305,Horror
25th Hour,14.2,7.3,2081,Crime
Pirates of the Caribbean: Dead Man's Chest,87.4,7.3,14464,Adventure
Maleficent: Mistress of Evil,58.5,7.3,5508,Family
Twin Peaks: Fire Walk with Me,17.5,7.3,1656,Drama
Fantastic Beasts and Where to Find Them,49.9,7.3,17592,Fantasy
The Big Short,24.4,7.3,8050,Comedy
"Good Morning, Vietnam",16.2,7.3,2329,Comedy
Rocketman,23.8,7.3,4154,Music
The Hobbit: An Unexpected Journey,69.9,7.3,17003,Adventure
Papillon,22.4,7.3,1696,Drama
Split,57.9,7.3,15954,Horror
Minority Report,28.2,7.3,7739,Action
Christopher Robin,19.6,7.3,2466,Adventure
Delicatessen,12.4,7.3,1222,Comedy
Star Trek Into Darkness,31.0,7.3,8402,Action
Dark City,21.9,7.3,2406,Mystery
The Terminal,23.9,7.3,6997,Comedy
Christiane F.,19.5,7.3,1169,Drama
Monty Python's The Meaning of Life,10.0,7.3,1620,Comedy
A Very Long Engagement,12.6,7.3,1052,Drama
Palm Springs,17.9,7.3,2519,Comedy
Woman in Gold,11.5,7.3,1264,Drama
Funny Games,18.2,7.3,1552,Drama
The Abyss,18.4,7.3,2484,Adventure
"O Brother, Where Art Thou?",16.3,7.3,3635,Adventure
Watchmen,30.5,7.3,8223,Action
The Wailing,17.7,7.3,1425,Horror
Wreck-It Ralph,78.2,7.3,11275,Family
Becoming Jane,12.2,7.3,1060,Romance
5 Centimeters per Second,33.5,7.3,1687,Animation
A Nightmare on Elm Street,39.0,7.3,4430,Horror
Run Lola Run,14.9,7.3,1914,Action
Finding Neverland,14.2,7.3,3291,Drama
End of Watch,13.5,7.3,2845,Crime
Gangs of New York,21.5,7.3,5905,Drama
The Fundamentals of Caring,11.9,7.3,2013,Comedy
Suite Française,11.5,7.3,1032,Drama
What's in a Name,6.5,7.3,1482,Comedy
John Wick: Chapter 2,244.9,7.3,11461,Action
The Hobbit: The Battle of the Five Armies,88.3,7.3,12962,Action
Deliverance,13.5,7.3,1347,Drama
The Hours,9.8,7.3,1465,Drama
Detroit,9.8,7.3,1484,Crime
The Guilty,13.7,7.3,1484,Thriller
Brooklyn,12.7,7.3,2867,Romance
The Evil Dead,128.9,7.3,3360,Horror
Enola Holmes,27.4,7.3,5328,Adventure
The Hangover,82.4,7.3,15412,Comedy
Brothers,86.3,7.3,2994,Drama
The Bourne Supremacy,26.6,7.3,6753,Action
A Single Man,12.3,7.3,1390,Drama
Frost/Nixon,11.1,7.3,1023,Drama
The Judge,26.1,7.3,3636,Drama
Dawn of the Planet of the Apes,74.5,7.3,10088,Science Fiction
Pitch Perfect,34.7,7.3,6084,Comedy
Patch Adams,17.1,7.3,2905,Comedy
Suburra,8.2,7.3,1170,Crime
The Texas Chain Saw Massacre,27.5,7.3,2729,Horror
Balto,14.7,7.3,1839,Family
The Kite Runner,13.7,7.3,1036,Drama
Gone Baby Gone,16.2,7.3,3281,Crime
#Alive,40.7,7.3,1502,Horror
Heathers,17.1,7.3,1446,Comedy
Hell or High Water,16.9,7.3,4020,Western
Star Trek: First Contact,19.6,7.3,1530,Science Fiction
Phantom Thread,14.7,7.3,3117,Drama
The Hundred-Foot Journey,13.4,7.3,1292,Drama
Star Wars: The Force Awakens,64.9,7.3,17975,Adventure
True Grit,17.2,7.3,4755,Drama
Pay It Forward,14.4,7.3,1580,Drama
Battle Royale,17.9,7.3,2954,Drama
Little Women,16.3,7.3,1091,Drama
Videodrome,12.3,7.3,1862,Horror
War Horse,47.6,7.3,3070,War
A Christmas Story,9.6,7.3,1085,Comedy
Indiana Jones and the Temple of Doom,32.5,7.3,8056,Adventure
They Live,14.2,7.3,2562,Science Fiction
Blood Simple,11.3,7.3,1170,Crime
The Aristocats,44.5,7.3,4525,Animation
X-Men: First Class,2.2,7.3,11705,Action
Source Code,70.1,7.3,7465,Thriller
Colonia,14.5,7.3,1766,Drama
House of Flying Daggers,16.5,7.3,1396,Adventure
Bridge to Terabithia,39.5,7.3,4249,Adventure
The Illusionist,27.8,7.3,4384,Fantasy
The Conjuring 2,76.0,7.3,7499,Horror
The Devil's Backbone,14.7,7.3,1049,Fantasy
Blazing Saddles,17.3,7.3,1595,Western
RoboCop,31.4,7.3,4378,Action
Carrie,26.8,7.3,3266,Horror
Fall,412.1,7.3,2805,Thriller
Lady and the Tramp,23.6,7.3,1403,Family
Robin Hood,33.1,7.3,3920,Animation
Rise of the Planet of the Apes,51.9,7.3,10554,Thriller
Dead Man,8.7,7.3,1344,Drama
Clueless,29.9,7.3,3866,Comedy
Fracture,17.9,7.3,3491,Thriller
Avengers: Age of Ultron,98.3,7.3,21238,Action
The Jungle Book,58.6,7.3,5663,Family
Lethal Weapon,30.8,7.3,4009,Adventure
Meet Joe Black,51.5,7.3,4401,Fantasy
Frozen II,85.5,7.3,8829,Family
The Phantom of the Opera,16.8,7.3,1430,Thriller
Black Panther: Wakanda Forever,780.3,7.3,4732,Action
Total Recall,32.5,7.3,5070,Action
The Fisher King,10.5,7.3,1153,Comedy
West Side Story,14.4,7.3,1637,Crime
13 Hours: The Secret Soldiers of Benghazi,43.9,7.3,3104,War
Argo,21.3,7.3,7567,Drama
Army of Darkness,38.7,7.3,2690,Fantasy
Airplane!,35.9,7.3,3912,Comedy
Hereditary,59.8,7.3,6568,Horror
Lady Bird,26.2,7.3,7597,Drama
Creed III,2321.4,7.3,1295,Drama
(500) Days of Summer,44.0,7.3,9089,Comedy
Milk,12.9,7.3,1963,History
Lord of War,23.8,7.3,4107,Crime
Spider-Man,94.6,7.3,17061,Fantasy
Man on the Moon,11.4,7.3,1531,Comedy
Zombieland,38.5,7.3,11149,Comedy
Notting Hill,28.8,7.3,5391,Romance
The Guardians of the Galaxy Holiday Special,281.6,7.3,1303,Comedy
Escape from Pretoria,19.9,7.3,1095,Drama
Labyrinth,19.0,7.3,2090,Adventure
Tell No One,12.1,7.3,1227,Drama
A Monster Calls,41.8,7.3,3046,Drama
Suffragette,10.0,7.3,1494,Drama
Love Me If You Dare,12.8,7.3,1660,Drama
Over the Moon,30.1,7.3,1158,Animation
"OSS 117: Cairo, Nest of Spies",11.0,7.3,1521,Crime
Race,16.6,7.3,1415,Drama
Only Lovers Left Alive,12.7,7.3,1948,Drama
Leaving Las Vegas,18.0,7.3,1208,Drama
Shutter,22.3,7.3,1021,Horror
Cape Fear,14.8,7.3,2949,Crime
Stranger Than Fiction,10.7,7.3,2006,Comedy
Brother Bear,52.9,7.3,4865,Adventure
Green Street Hooligans,13.4,7.3,2083,Crime
Rocky II,39.0,7.3,3805,Drama
Coherence,57.8,7.3,2451,Thriller
"Crazy, Stupid, Love.",29.0,7.3,7471,Comedy
The Hurt Locker,25.5,7.3,5028,Drama
Moneyball,14.8,7.3,4436,Drama
The Boat That Rocked,12.3,7.3,1906,Drama
Fear Street: 1978,35.8,7.3,1574,Mystery
Pleasantville,12.7,7.3,1470,Fantasy
Fast Five,22.1,7.3,7279,Action
The Boondock Saints,17.2,7.3,2104,Action
The Shape of Water,24.4,7.2,11260,Drama
Begin Again,13.5,7.2,3471,Comedy
"Everything, Everything",12.8,7.2,3546,Drama
Safe Haven,16.5,7.2,2147,Romance
The Sword in the Stone,40.3,7.2,3447,Animation
Clifford the Big Red Dog,96.3,7.2,1551,Family
Ip Man 4: The Finale,18.6,7.2,1693,Action
Frozen,89.9,7.2,15151,Animation
The Road to El Dorado,45.1,7.2,3399,Family
Monster,17.5,7.2,2019,Crime
Bicentennial Man,25.4,7.2,3228,Science Fiction
Die Hard: With a Vengeance,43.6,7.2,5425,Action
The Last Song,12.6,7.2,3165,Drama
Stardust,18.4,7.2,3628,Adventure
The Prince of Egypt,34.5,7.2,3525,Adventure
The Outsiders,31.1,7.2,1130,Crime
Last Christmas,12.5,7.2,2084,Comedy
The Painted Veil,11.8,7.2,1020,Romance
The Kissing Booth,56.1,7.2,6817,Romance
Collateral Beauty,17.8,7.2,5056,Drama
Nomadland,20.5,7.2,2544,Drama
Ferdinand,42.8,7.2,2567,Animation
It's Only the End of the World,12.7,7.2,1482,Drama
Wonder Woman,57.2,7.2,18594,Action
Spider-Man 2,28.2,7.2,13647,Action
"Planes, Trains and Automobiles",14.5,7.2,1621,Comedy
The Devil All the Time,20.6,7.2,2919,Crime
Every Day,16.1,7.2,2072,Fantasy
Jumanji,16.3,7.2,9585,Adventure
Pirates of the Caribbean: At World's End,98.5,7.2,12979,Adventure
It,63.7,7.2,17547,Horror
The Equalizer,100.8,7.2,7803,Thriller
Jane Eyre,12.2,7.2,1324,Drama
Crash,20.4,7.2,3088,Drama
Irreversible,27.4,7.2,2456,Drama
Furious 7,174.9,7.2,9690,Action
Shrek 2,115.8,7.2,10969,Animation
The Vow,23.4,7.2,3688,Drama
The Orphanage,24.2,7.2,2584,Horror
The Dreamers,26.6,7.2,2547,Drama
To the Bone,13.0,7.2,3307,Drama
Driving Miss Daisy,12.4,7.2,1360,Drama
Bridge of Spies,16.0,7.2,6273,Thriller
Headhunters,12.2,7.2,1067,Thriller
The Naked Gun: From the Files of Police Squad!,26.4,7.2,3161,Comedy
Peter Pan,54.6,7.2,4834,Animation
The Aviator,16.8,7.2,4755,Drama
Kung Fu Panda,89.9,7.2,10186,Action
Fear and Loathing in Las Vegas,21.3,7.2,4102,Adventure
Triangle of Sadness,100.1,7.2,1253,Comedy
Clue,35.5,7.2,1459,Comedy
