title,popularity,vote_average,vote_count,genre
Snitch,15.8,6.1,2141,Thriller
Grudge Match,13.5,6.1,1150,Comedy
Resident Evil: Welcome to Raccoon City,111.4,6.1,2044,Horror
Runaway Bride,14.6,6.1,1748,Comedy
Candyman,33.6,6.1,1284,Horror
Ghost in the Shell,31.3,6.1,7417,Science Fiction
Ali G Indahouse,11.9,6.1,1203,Comedy
Kindergarten Cop,12.1,6.1,2159,Comedy
Chloe,14.7,6.1,1519,Drama
Tarzan II,21.4,6.1,1005,Adventure
First Knight,14.0,6.1,1041,Action
Ice Age: Collision Course,47.5,6.1,4046,Adventure
Tower Heist,24.9,6.1,2635,Action
Journey to the Center of the Earth,32.4,6.1,4359,Action
Cars 2,90.6,6.1,6885,Animation
Never Say Never Again,18.3,6.1,1228,Adventure
Police Academy 2: Their First Assignment,22.1,6.1,1322,Comedy
Transformers: The Last Knight,95.3,6.1,5479,Action
The SpongeBob Movie: Sponge Out of Water,36.5,6.1,2108,Family
Inferno,28.1,6.1,5776,Mystery
Devil,18.5,6.1,2575,Horror
Scooby-Doo,55.9,6.1,3946,Mystery
Evolution,25.3,6.1,1954,Comedy
The Pacifier,25.8,6.1,2756,Comedy
Replicas,20.0,6.0,1171,Science Fiction
Killing Them Softly,13.6,6.0,1884,Crime
Hereafter,16.3,6.0,1454,Drama
Resident Evil: Afterlife,1.4,6.0,3425,Action
The Waterboy,21.1,6.0,1570,Comedy
The Golden Compass,23.6,6.0,4151,Adventure
Cobra,25.7,6.0,1490,Action
Freddy vs. Jason,36.7,6.0,2223,Horror
Crank: High Voltage,44.7,6.0,2485,Action
The Woman in the Window,16.8,6.0,1692,Drama
Wrong Turn 2: Dead End,71.0,6.0,1169,Horror
Six Days Seven Nights,20.6,6.0,1270,Adventure
Scooby-Doo 2: Monsters Unleashed,25.2,6.0,2433,Mystery
Stuart Little,35.0,6.0,3935,Family
Terminator Salvation,49.5,6.0,5824,Action
Hotel Artemis,15.8,6.0,1363,Thriller
Into the Storm,25.4,6.0,1847,Action
The Monuments Men,18.4,6.0,3250,War
Dark Shadows,23.7,6.0,6608,Comedy
Broken Arrow,18.7,6.0,1297,Action
Color Out of Space,15.5,6.0,1192,Mystery
End of Days,17.6,6.0,1595,Action
Next,21.9,6.0,2613,Action
The Silence,35.2,6.0,1337,Horror
Tracers,29.1,6.0,1008,Action
Home on the Range,34.8,6.0,1787,Animation
What to Expect When You're Expecting,17.0,6.0,1667,Romance
Circle,14.1,6.0,1733,Science Fiction
Carrie,24.4,6.0,4081,Drama
Halloween H20: 20 Years Later,19.5,6.0,1420,Horror
Shark Tale,39.7,6.0,5766,Animation
Transcendence,19.8,6.0,4993,Thriller
Hot Tub Time Machine,15.0,6.0,2175,Science Fiction
Bedazzled,18.8,6.0,1625,Fantasy
Percy Jackson: Sea of Monsters,24.5,6.0,4753,Adventure
Hansel & Gretel: Witch Hunters,49.3,6.0,6197,Fantasy
Little Nicholas,11.9,6.0,1024,Comedy
The Possession,14.7,6.0,1441,Horror
I Now Pronounce You Chuck & Larry,21.5,6.0,2052,Comedy
The Last Summer,14.6,6.0,1310,Romance
Extinction,21.0,6.0,1606,Action
The Tuche Family,9.1,6.0,1189,Comedy
The Laundromat,12.5,6.0,1064,Drama
Eli,18.1,6.0,1248,Horror
Mother's Day,15.3,6.0,1179,Comedy
The Twilight Saga: New Moon,54.6,6.0,8420,Adventure
When in Rome,12.0,6.0,1107,Comedy
National Lampoon's Van Wilder,22.3,6.0,1618,Comedy
Bee Movie,30.9,6.0,4352,Family
Parker,24.7,6.0,2743,Action
101 Dalmatians II: Patch's London Adventure,39.8,6.0,1036,Family
Child's Play,21.8,6.0,1700,Horror
Alvin and the Chipmunks: The Road Chip,26.6,6.0,1470,Adventure
Eraser,21.9,6.0,1574,Action
Get Hard,19.3,6.0,2438,Comedy
Brahms: The Boy II,20.4,6.0,1103,Horror
A Million Ways to Die in the West,17.8,6.0,3687,Comedy
Beautiful Creatures,16.5,6.0,2670,Fantasy
Dark Phoenix,42.4,6.0,5746,Fantasy
Teenage Mutant Ninja Turtles: Out of the Shadows,31.5,6.0,3126,Action
Paranormal Activity,43.9,6.0,4533,Horror
Bride of Chucky,44.4,6.0,1615,Comedy
The Great Wall,48.1,6.0,4594,Action
Austin Powers in Goldmember,22.7,6.0,2763,Comedy
The Tall Man,11.0,6.0,1029,Horror
Spanglish,13.7,6.0,1147,Comedy
Jingle All the Way,13.6,6.0,2268,Family
Mission to Mars,14.9,6.0,1226,Science Fiction
The First Purge,51.6,6.0,3561,Horror
The Signal,23.9,6.0,1500,Thriller
The Last Stand,18.9,6.0,2483,Action
Saw 3D,28.0,6.0,2559,Horror
Miami Vice,17.6,6.0,1525,Action
Gretel & Hansel,15.6,6.0,1240,Fantasy
Asterix & Obelix Take on Caesar,17.8,6.0,1647,Family
Don Jon,29.7,6.0,3967,Romance
Along Came Polly,16.2,6.0,2578,Comedy
Scary Movie 3,48.4,6.0,3619,Comedy
The Net,14.1,6.0,1144,Crime
Dorian Gray,15.6,6.0,1931,Fantasy
Total Recall,35.0,6.0,4983,Action
Scream 3,80.5,6.0,2969,Horror
While We're Young,10.6,6.0,1000,Comedy
Shaft,22.7,6.0,1115,Action
Indiana Jones and the Kingdom of the Crystal Skull,36.7,6.0,7235,Adventure
Twins,19.9,6.0,1948,Comedy
Walk of Shame,14.4,6.0,1304,Comedy
Snow White and the Huntsman,39.1,6.0,7369,Adventure
Hubie Halloween,13.0,6.0,1391,Comedy
Solomon Kane,17.6,6.0,1222,Adventure
Truth or Dare,26.0,6.0,3679,Thriller
iBoy,14.2,6.0,1055,Action
2:22,13.7,6.0,1329,Science Fiction
The Men Who Stare at Goats,13.7,6.0,1980,Comedy
Red Riding Hood,18.6,6.0,2905,Fantasy
Pan,27.6,6.0,2550,Fantasy
The Invasion,17.4,6.0,1291,Science Fiction
Doomsday,20.5,6.0,1131,Action
Jaws 2,22.0,6.0,1631,Horror
The Package,14.3,6.0,1079,Comedy
Die Another Day,22.9,6.0,3091,Adventure
Frozen,14.1,6.0,1594,Thriller
Get Him to the Greek,16.5,6.0,1560,Adventure
Ghosts of Girlfriends Past,21.1,6.0,2096,Fantasy
The Cable Guy,16.4,6.0,2087,Comedy
The League of Extraordinary Gentlemen,28.0,6.0,3618,Fantasy
Universal Soldier: The Return,14.1,6.0,1147,Action
Sisters,12.5,6.0,1258,Comedy
Triple 9,16.1,6.0,1918,Action
Larry Crowne,10.5,6.0,1169,Comedy
The 6th Day,13.2,6.0,1761,Science Fiction
Deep Blue Sea,19.1,5.9,2131,Action
Men in Black: International,23.9,5.9,4325,Comedy
Mechanic: Resurrection,46.8,5.9,2968,Action
Domino,11.7,5.9,1087,Action
Killers,19.3,5.9,2003,Action
Batman v Superman: Dawn of Justice,79.6,5.9,16728,Action
The Last Witch Hunter,32.4,5.9,3283,Fantasy
Immortals,25.6,5.9,2274,Fantasy
The Boy,25.0,5.9,3466,Horror
The American,16.3,5.9,1188,Crime
Oldboy,19.8,5.9,1762,Drama
1922,15.8,5.9,2455,Horror
The 5th Wave,33.1,5.9,5362,Science Fiction
Wild Hogs,22.4,5.9,2056,Action
RoboCop 2,21.3,5.9,1584,Action
Sleepless,20.8,5.9,1146,Action
I Know What You Did Last Summer,16.3,5.9,2410,Horror
Ghost Ship,32.3,5.9,2096,Horror
Jack Reacher: Never Go Back,61.7,5.9,4348,Action
Mr. Popper's Penguins,21.0,5.9,2641,Comedy
Grimsby,19.8,5.9,2066,Action
The Wedding Planner,18.1,5.9,1499,Comedy
Hostel,38.0,5.9,3190,Horror
Anon,19.8,5.9,1392,Science Fiction
The Ruins,16.7,5.9,1010,Horror
Species,27.7,5.9,1385,Science Fiction
The Santa Clause 2,10.6,5.9,1140,Fantasy
The Void,11.9,5.9,1045,Mystery
Deuce Bigalow: Male Gigolo,38.1,5.9,1197,Comedy
Mirror Mirror,16.6,5.9,2983,Adventure
Victor Frankenstein,16.4,5.9,1925,Drama
The Karate Kid Part III,19.0,5.9,1363,Action
Intolerable Cruelty,11.4,5.9,1308,Comedy
Hollow Man,24.6,5.9,2222,Action
Alexander,20.5,5.9,2951,War
Righteous Kill,11.1,5.9,1086,Action
Naomi and Ely's No Kiss List,8.5,5.9,1036,Romance
Paranormal Activity 3,31.1,5.9,1963,Horror
Broken City,15.8,5.9,1316,Thriller
House of Wax,34.0,5.9,2660,Horror
Winchester,17.8,5.9,1596,Horror
The Gambler,14.1,5.9,1212,Thriller
Dark Places,10.9,5.9,1148,Thriller
Suicide Squad,42.0,5.9,19744,Action
"Hail, Caesar!",17.3,5.9,3488,Comedy
Point Break,31.8,5.9,2065,Action
xXx,29.9,5.9,3760,Action
Nim's Island,11.8,5.9,1038,Adventure
Personal Shopper,14.1,5.9,1093,Drama
Brick Mansions,22.8,5.9,1397,Action
Terminator Genisys,73.4,5.9,7632,Science Fiction
Good Luck Chuck,19.3,5.9,1319,Comedy
Transformers: Age of Extinction,120.0,5.9,7267,Science Fiction
Robin Hood,28.1,5.9,2689,Adventure
Around the World in 80 Days,19.7,5.9,2212,Action
Solaris,13.9,5.9,1131,Drama
Lockout,21.5,5.9,1653,Action
Jennifer's Body,34.3,5.9,3285,Horror
Dirty Grandpa,31.9,5.9,4033,Comedy
Valentine's Day,16.6,5.9,2817,Comedy
Daddy Day Care,13.8,5.9,1907,Comedy
Oz the Great and Powerful,25.3,5.9,6135,Fantasy
The Mexican,13.6,5.9,1255,Action
Teenage Mutant Ninja Turtles,71.9,5.9,6219,Science Fiction
101 Dalmatians,43.4,5.9,3031,Family
The Big Wedding,11.4,5.9,1055,Comedy
The Beguiled,14.9,5.9,1981,Drama
Fifty Shades of Grey,142.3,5.9,10887,Drama
Child's Play 3,37.9,5.9,1332,Horror
New Year's Eve,15.0,5.9,1964,Comedy
Chicken Little,30.4,5.9,3510,Animation
The Jungle Book 2,18.6,5.9,1038,Family
Into the Blue,16.5,5.9,1324,Action
The Legend of Tarzan,34.3,5.9,5810,Fantasy
Serial (Bad) Weddings 2,10.1,5.9,1153,Comedy
AVP: Alien vs. Predator,28.1,5.9,3852,Adventure
Little Man,43.7,5.9,1486,Comedy
Suburbicon,14.3,5.9,1546,Thriller
The Grudge,25.7,5.9,2610,Horror
Fantasy Island,22.5,5.9,2154,Horror
Planes,26.6,5.9,1489,Animation
Volcano,17.9,5.9,1300,Science Fiction
RV,47.0,5.9,1503,Family
Beowulf,23.8,5.9,2533,Adventure
Ri¢hie Ri¢h,31.9,5.9,2019,Comedy
Lara Croft: Tomb Raider,23.3,5.9,5565,Adventure
The Rum Diary,10.2,5.9,1068,Comedy
Beverly Hills Cop III,18.4,5.9,1525,Action
Sinister 2,16.5,5.9,1922,Horror
Abduction,16.3,5.9,2674,Thriller
Clash of the Titans,51.3,5.9,5724,Adventure
Cam,10.1,5.9,1337,Mystery
Friday the 13th Part III,24.8,5.9,1156,Horror
Sahara,19.3,5.9,1278,Action
Only God Forgives,11.9,5.9,2191,Drama
Little Nicky,23.2,5.9,1595,Comedy
Curse of Chucky,27.2,5.9,1364,Horror
Absolutely Anything,13.8,5.9,1252,Comedy
Funny People,19.2,5.9,1133,Comedy
The Specialist,18.0,5.9,1109,Action
Gnomeo & Juliet,25.5,5.9,1762,Animation
Nothing to Declare,8.9,5.9,1010,Comedy
The Boss,9.7,5.9,1227,Comedy
Blade: Trinity,24.1,5.9,3454,Action
The Spy Next Door,18.0,5.9,1145,Action
The Break-Up,20.1,5.9,2429,Romance
The Nun,75.6,5.9,5718,Horror
Escape from L.A.,13.0,5.8,1238,Action
Poseidon,22.4,5.8,1893,Adventure
A Nightmare on Elm Street 4: The Dream Master,19.7,5.8,1185,Horror
Sky Captain and the World of Tomorrow,11.9,5.8,1104,Mystery
365 Days: This Day,136.0,5.8,1103,Romance
This Is 40,13.9,5.8,1959,Comedy
It Comes at Night,12.8,5.8,2117,Drama
Identity Thief,15.6,5.8,3082,Comedy
Planet 51,19.3,5.8,1819,Animation
Exodus: Gods and Kings,52.5,5.8,4152,Adventure
RoboCop,22.8,5.8,4982,Science Fiction
The Bounty Hunter,13.4,5.8,2580,Comedy
The Five-Year Engagement,15.6,5.8,1207,Comedy
The Wolfman,25.5,5.8,1771,Horror
The Cobbler,16.8,5.8,1477,Fantasy
Race to Witch Mountain,17.2,5.8,1540,Adventure
Open Season 2,21.4,5.8,1062,Adventure
Underworld: Blood Wars,46.1,5.8,3331,Fantasy
A Hologram for the King,12.0,5.8,1016,Comedy
A Haunted House,50.6,5.8,1630,Comedy
Hitman: Agent 47,93.4,5.8,2733,Action
Mr. Deeds,15.5,5.8,1985,Comedy
The Pink Panther,21.5,5.8,1729,Comedy
R.I.P.D.,38.3,5.8,3601,Fantasy
Legion,56.3,5.8,2321,Horror
Neighbors 2: Sorority Rising,17.3,5.8,4078,Comedy
Spiderhead,59.3,5.8,1260,Science Fiction
Mortal Kombat,30.2,5.8,1976,Action
Automata,17.1,5.8,1473,Thriller
21 & Over,12.9,5.8,1399,Comedy
The Campaign,14.5,5.8,1554,Comedy
Charlie's Angels,24.7,5.8,3751,Action
Hostel: Part II,31.0,5.8,1753,Horror
Dennis the Menace,24.0,5.8,1294,Family
2012,77.9,5.8,11070,Action
Jack the Giant Slayer,38.7,5.8,4558,Fantasy
A Nightmare on Elm Street Part 2: Freddy's Revenge,33.0,5.8,1577,Horror
House at the End of the Street,13.1,5.8,1630,Horror
Splice,33.2,5.8,1959,Horror
Big Momma's House,18.8,5.8,2050,Crime
Alvin and the Chipmunks,44.2,5.8,4007,Comedy
Ma,17.4,5.8,1964,Horror
Battleship,45.4,5.8,4990,Thriller
Resident Evil: Retribution,4.9,5.8,3570,Action
Starsky & Hutch,15.1,5.8,2031,Comedy
Cult of Chucky,31.4,5.8,1100,Horror
The Three Musketeers,28.2,5.8,2416,Adventure
Beethoven,25.4,5.8,1836,Family
The Ward,12.7,5.8,1084,Horror
Analyze That,11.1,5.8,1074,Comedy
Trainwreck,22.7,5.8,2392,Comedy
47 Meters Down,19.8,5.8,2501,Horror
The Brothers Grimm,19.0,5.8,2466,Adventure
Scary Movie 2,59.7,5.8,4099,Comedy
Ava,46.2,5.8,2238,Action
Not Another Teen Movie,29.2,5.8,1781,Comedy
Arthur 3: The War of the Two Worlds,15.3,5.8,1399,Animation
The Midnight Sky,15.1,5.8,1610,Science Fiction
To Rome with Love,10.4,5.8,1856,Romance
Morgan,15.3,5.8,1328,Horror
The Smurfs 2,34.2,5.8,1975,Fantasy
Young Adult,11.7,5.8,1094,Comedy
Police Academy 3: Back in Training,17.6,5.8,1060,Comedy
Fantastic Four,27.3,5.8,8543,Action
Welcome to the North,5.9,5.8,1236,Comedy
Spy Kids,35.7,5.8,3057,Action
Rocky V,32.5,5.8,2792,Drama
That's My Boy,46.3,5.8,1648,Comedy
The Smurfs,37.8,5.8,3396,Animation
Failure to Launch,15.6,5.8,1478,Comedy
Quarantine,11.0,5.8,1114,Horror
G.I. Joe: The Rise of Cobra,46.8,5.8,4188,Adventure
Judge Dredd,21.1,5.8,2110,Science Fiction
Four Rooms,16.6,5.8,2357,Crime
The Core,26.9,5.8,1595,Action
Hercules,47.7,5.8,3729,Action
Priest,18.5,5.8,2009,Action
Paranormal Activity 2,22.2,5.8,2184,Horror
Into the Woods,14.8,5.8,4000,Fantasy
Annabelle,50.0,5.7,5585,Horror
Johnny Mnemonic,12.1,5.7,1155,Science Fiction
Hop,19.3,5.7,1085,Animation
Big Momma's House 2,18.8,5.7,1414,Comedy
Stuart Little 2,30.7,5.7,2164,Family
Lara Croft: Tomb Raider - The Cradle of Life,12.4,5.7,3870,Action
Cold Pursuit,30.1,5.7,2242,Action
Friday the 13th,31.3,5.7,2264,Horror
30 Minutes or Less,18.8,5.7,1514,Action
Just Married,15.0,5.7,1211,Comedy
Collateral Damage,16.9,5.7,1210,Action
Ibiza,13.1,5.7,1117,Comedy
Miss Congeniality 2: Armed and Fabulous,18.7,5.7,1646,Action
The X Files: I Want to Believe,14.9,5.7,1302,Drama
Star Trek V: The Final Frontier,17.1,5.7,1014,Science Fiction
Arthur and the Revenge of Maltazard,19.2,5.7,1546,Adventure
Naked,22.1,5.7,1163,Comedy
Sausage Party,43.9,5.7,6601,Adventure
The Ring Two,24.9,5.7,2035,Drama
Eight Legged Freaks,19.0,5.7,1041,Action
Pet Sematary,29.7,5.7,2894,Horror
Planet of the Apes,40.2,5.7,3551,Thriller
Masterminds,14.1,5.7,1577,Action
Cosmopolis,9.9,5.7,1114,Drama
Battle: Los Angeles,45.8,5.7,3114,Science Fiction
Superman Returns,19.7,5.7,3722,Science Fiction
Deep Water,45.1,5.7,1010,Drama
Gamer,19.3,5.7,2112,Action
The Pink Panther 2,17.0,5.7,1000,Comedy
Ben-Hur,26.8,5.7,1540,Action
Fool's Gold,18.1,5.7,1317,Adventure
Taxi 3,13.3,5.7,1333,Action
Pixels,57.4,5.7,6863,Action
Wrath of the Titans,41.1,5.7,3815,Fantasy
47 Meters Down: Uncaged,20.7,5.7,1223,Horror
The Curse of La Llorona,46.1,5.7,2140,Horror
Clown,24.9,5.7,1207,Horror
The Ant Bully,25.0,5.7,1227,Fantasy
Rough Night,17.1,5.7,1853,Drama
The Tuxedo,18.0,5.7,1699,Thriller
The Heartbreak Kid,24.1,5.7,1432,Comedy
Hot Pursuit,11.1,5.7,1478,Action
Herbie Fully Loaded,22.8,5.7,2065,Comedy
The Do-Over,15.0,5.7,1354,Action
Dinner for Schmucks,13.7,5.7,1598,Comedy
Iron Sky,20.9,5.7,1420,Action
You Don't Mess with the Zohan,35.9,5.7,3309,Comedy
Alvin and the Chipmunks: Chipwrecked,35.6,5.7,1941,Comedy
Doctor Dolittle,23.9,5.7,2752,Comedy
Flatliners,17.2,5.7,2101,Drama
The Stepford Wives,13.6,5.7,1164,Comedy
Urban Legend,12.4,5.7,1127,Horror
Abraham Lincoln: Vampire Hunter,59.2,5.7,2985,Action
The Dark Tower,19.5,5.7,4558,Fantasy
Haywire,27.9,5.7,1193,Action
The Green Inferno,24.7,5.7,1226,Horror
Red Dawn,27.2,5.7,1414,Action
High-Rise,12.9,5.7,1030,Drama
The House Bunny,15.8,5.7,1731,Romance
Hall Pass,18.6,5.7,1766,Comedy
Garfield,56.3,5.7,3464,Animation
Office Christmas Party,14.1,5.7,1865,Comedy
Cabin Fever,13.4,5.7,1127,Horror
Noah,36.2,5.7,5714,Drama
Little Fockers,18.6,5.6,2956,Comedy
Artemis Fowl,20.6,5.6,1492,Adventure
Captive State,18.1,5.6,1003,Science Fiction
Flubber,14.2,5.6,2119,Comedy
Runner Runner,13.8,5.6,1132,Crime
You Get Me,16.0,5.6,1618,Thriller
Wild Card,36.1,5.6,1568,Thriller
American Pie Presents: Beta House,57.0,5.6,1704,Comedy
The Predator,47.4,5.6,4148,Science Fiction
Rumor Has It...,9.7,5.6,1019,Comedy
Alvin and the Chipmunks: The Squeakquel,33.5,5.6,2603,Comedy
The Incredible Burt Wonderstone,10.8,5.6,1288,Comedy
Gods of Egypt,39.7,5.6,3722,Action
The Haunted Mansion,16.6,5.6,1764,Thriller
The Nutty Professor,16.6,5.6,2616,Fantasy
Wish Upon,17.0,5.6,1182,Horror
"Legally Blonde 2: Red, White & Blonde",22.7,5.6,1373,Comedy
Godzilla,37.5,5.6,3433,Science Fiction
The Strangers: Prey at Night,19.2,5.6,1180,Horror
Thunder Force,21.6,5.6,1088,Action
Brüno,11.0,5.6,1488,Comedy
The Final Destination,34.7,5.6,2835,Horror
Norbit,46.1,5.6,2036,Comedy
The Cloverfield Paradox,19.4,5.6,2901,Horror
G.I. Joe: Retaliation,31.3,5.6,5096,Science Fiction
Æon Flux,18.2,5.6,1962,Science Fiction
George of the Jungle,16.7,5.6,1853,Adventure
The Day the Earth Stood Still,20.3,5.6,3019,Drama
Fantastic Four: Rise of the Silver Surfer,24.9,5.6,7186,Adventure
Machete Kills,15.8,5.6,1698,Action
The Box,9.8,5.6,1571,Thriller
"You, Me and Dupree",11.3,5.6,1208,Comedy
Bullet to the Head,16.7,5.6,1118,Action
Cowboys & Aliens,38.7,5.6,4601,Action
Sabotage,16.4,5.6,1253,Action
Bad Teacher,23.7,5.6,4300,Comedy
Spy Kids 2: The Island of Lost Dreams,32.5,5.6,1931,Action
The Possession of Hannah Grace,31.1,5.6,1159,Horror
Regression,13.4,5.6,1649,Horror
Taxi 4,12.6,5.6,1090,Action
Babe: Pig in the City,17.7,5.6,1087,Adventure
Lady in the Water,12.4,5.6,1208,Drama
The Scorpion King,28.1,5.6,2790,Action
Dreamcatcher,16.7,5.6,1555,Drama
The Watch,23.7,5.6,2081,Comedy
Cop Out,11.0,5.6,1348,Action
Babylon A.D.,17.2,5.6,1798,Action
The Green Hornet,21.2,5.6,2900,Action
Leatherface,21.9,5.6,1110,Horror
Evan Almighty,23.6,5.6,3836,Fantasy
Dumb and Dumber To,37.0,5.5,2844,Comedy
Hellboy,40.1,5.5,3012,Fantasy
In the Tall Grass,16.6,5.5,1906,Horror
The Brice Man,5.7,5.5,1120,Comedy
Friend Request,13.7,5.5,1148,Horror
Garfield: A Tail of Two Kitties,26.4,5.5,1904,Animation
